device_id,user_id,device_type,os,device_city
D301297,U101060,iPhone,iOS 13,Jaipur
D301298,U101431,Android Phone,iOS 13,Lucknow
D301299,U104463,iPhone,Android 9,Ahmedabad
D301300,U104025,iPhone,Android 12,Lucknow
D301301,U101330,Android Phone,Android 11,Kolkata
D301302,U100808,Android Phone,Windows 10,Pune
D301303,U104872,Windows PC,Android 11,Pune
D301304,U103404,Android Phone,Windows 11,Delhi
D301305,U102461,Android Phone,Android 12,Jaipur
D301306,U103496,Android Phone,MacOS 10.15,Ahmedabad
D301307,U101105,iPhone,iOS 12,Kolkata
D301308,U102140,iPhone,Windows 11,Bangalore
D301309,U101956,iPhone,Windows 10,Pune
D301310,U103604,Android Phone,MacOS 12,Lucknow
D301311,U100917,iPhone,iOS 14,Mumbai
D301312,U102445,Android Phone,iOS 12,Lucknow
D301313,U104168,Windows PC,iOS 15,Hyderabad
D301314,U100981,Tablet,Android 9,Ahmedabad
D301315,U100599,iPhone,MacOS 12,Mumbai
D301316,U104106,Android Phone,Windows 10,Mumbai
D301317,U104367,iPhone,Android 9,Pune
D301318,U102152,Android Phone,Android 11,Bangalore
D301319,U100229,Android Phone,Android 9,Chennai
D301320,U102703,Mac,Windows 10,Pune
D301321,U101498,Android Phone,iOS 15,Bangalore
D301322,U102937,Android Phone,Android 10,Chennai
D301323,U100699,iPhone,iOS 14,Chennai
D301324,U104025,iPhone,iOS 13,Chennai
D301325,U103426,iPhone,iOS 13,Ahmedabad
D301326,U103226,Android Phone,iOS 15,Mumbai
D301327,U102561,iPhone,MacOS 10.15,Lucknow
D301328,U101101,Android Phone,MacOS 10.15,Ahmedabad
D301329,U104696,Mac,Android 10,Delhi
D301330,U101328,Android Phone,MacOS 12,Hyderabad
D301331,U101830,Android Phone,iOS 14,Mumbai
D301332,U104631,iPhone,Android 11,Mumbai
D301333,U100203,Android Phone,MacOS 12,Ahmedabad
D301334,U100625,iPhone,iOS 12,Bangalore
D301335,U103808,Android Phone,iOS 13,Hyderabad
D301336,U101839,Android Phone,MacOS 12,Bangalore
D301337,U102897,Android Phone,iOS 14,Chennai
D301338,U102902,Android Phone,Android 10,Pune
D301339,U104137,Android Phone,Android 9,Pune
D301340,U103101,Android Phone,Windows 11,Delhi
D301341,U102130,Android Phone,iOS 12,Jaipur
D301342,U102746,Windows PC,Android 10,Hyderabad
D301343,U103690,iPhone,Android 9,Bangalore
D301344,U101895,Android Phone,MacOS 12,Mumbai
D301345,U100855,Android Phone,iOS 14,Kolkata
D301346,U102431,Android Phone,iOS 14,Pune
D301347,U104997,Android Phone,iOS 15,Delhi
D301348,U100560,Android Phone,iOS 13,Bangalore
D301349,U100868,Android Phone,MacOS 12,Lucknow
D301350,U104975,Tablet,iOS 15,Mumbai
D301351,U104149,iPhone,iOS 15,Jaipur
D301352,U100585,Android Phone,MacOS 10.15,Bangalore
D301353,U101062,Android Phone,Android 9,Hyderabad
D301354,U103454,Android Phone,Android 12,Ahmedabad
D301355,U103912,Android Phone,Windows 11,Lucknow
D301356,U103669,iPhone,Android 10,Pune
D301357,U104306,Android Phone,Android 12,Bangalore
D301358,U102533,Android Phone,Android 10,Delhi
D301359,U104383,Android Phone,Windows 10,Ahmedabad
D301360,U102980,iPhone,MacOS 10.15,Hyderabad
D301361,U102378,Android Phone,Android 12,Ahmedabad
D301362,U103182,Tablet,Windows 10,Lucknow
D301363,U102144,Android Phone,Windows 11,Jaipur
D301364,U103031,Android Phone,MacOS 10.15,Hyderabad
D301365,U104168,Android Phone,MacOS 12,Pune
D301366,U104790,iPhone,iOS 13,Pune
D301367,U102897,Android Phone,Android 9,Mumbai
D301368,U100028,Android Phone,Windows 10,Chennai
D301369,U103106,Android Phone,iOS 14,Delhi
D301370,U101259,Android Phone,iOS 13,Chennai
D301371,U101180,Android Phone,iOS 14,Mumbai
D301372,U104406,iPhone,iOS 15,Jaipur
D301373,U102230,iPhone,Android 12,Jaipur
D301374,U103952,iPhone,Android 12,Ahmedabad
D301375,U101847,Mac,iOS 12,Kolkata
D301376,U103034,Android Phone,iOS 13,Delhi
D301377,U103326,Mac,Windows 10,Hyderabad
D301378,U104466,Android Phone,Android 9,Delhi
D301379,U100982,Android Phone,Android 12,Delhi
D301380,U102806,iPhone,Windows 10,Mumbai
D301381,U102028,Android Phone,Android 9,Kolkata
D301382,U102319,Android Phone,Windows 11,Ahmedabad
D301383,U104243,iPhone,Windows 11,Kolkata
D301384,U100679,Android Phone,Android 12,Ahmedabad
D301385,U102732,Android Phone,iOS 15,Hyderabad
D301386,U101939,iPhone,iOS 13,Jaipur
D301387,U104480,Android Phone,Android 12,Chennai
D301388,U101082,Android Phone,Android 10,Chennai
D301389,U101162,Android Phone,MacOS 12,Delhi
D301390,U100454,Mac,MacOS 10.15,Bangalore
D301391,U102199,Mac,MacOS 10.15,Delhi
D301392,U100054,iPhone,Android 10,Mumbai
D301393,U102502,Android Phone,MacOS 12,Lucknow
D301394,U101117,Android Phone,iOS 15,Hyderabad
D301395,U102002,Android Phone,iOS 14,Pune
D301396,U103025,iPhone,iOS 12,Chennai
D301397,U103422,iPhone,Android 11,Pune
D301398,U100306,iPhone,Android 12,Hyderabad
D301399,U100743,Android Phone,Android 11,Lucknow
D301400,U101588,Windows PC,Windows 11,Ahmedabad
D301401,U102597,Android Phone,MacOS 12,Hyderabad
D301402,U104417,Android Phone,MacOS 12,Ahmedabad
D301403,U100693,Android Phone,MacOS 10.15,Pune
D301404,U100339,iPhone,Android 10,Lucknow
D301405,U103145,Mac,Windows 10,Hyderabad
D301406,U104894,Android Phone,MacOS 10.15,Jaipur
D301407,U104151,Mac,iOS 14,Mumbai
D301408,U102827,Android Phone,iOS 14,Mumbai
D301409,U100099,Android Phone,iOS 12,Chennai
D301410,U102881,Android Phone,Windows 11,Jaipur
D301411,U102284,Android Phone,Windows 10,Jaipur
D301412,U102234,Windows PC,iOS 15,Kolkata
D301413,U102463,Android Phone,Android 9,Kolkata
D301414,U102807,Android Phone,MacOS 12,Kolkata
D301415,U103601,Android Phone,iOS 14,Bangalore
D301416,U100960,iPhone,MacOS 12,Hyderabad
D301417,U100373,Mac,Windows 10,Jaipur
D301418,U100257,Windows PC,iOS 14,Ahmedabad
D301419,U102030,Android Phone,Windows 11,Delhi
D301420,U102539,Android Phone,Android 11,Chennai
D301421,U103927,Android Phone,iOS 13,Pune
D301422,U102167,Mac,Android 9,Hyderabad
D301423,U102660,Android Phone,Windows 10,Ahmedabad
D301424,U104883,Mac,Android 12,Ahmedabad
D301425,U103749,Windows PC,Android 10,Chennai
D301426,U103454,iPhone,Windows 11,Kolkata
D301427,U101820,iPhone,Android 11,Mumbai
D301428,U100760,Android Phone,Android 11,Ahmedabad
D301429,U104600,Android Phone,Android 10,Kolkata
D301430,U102767,Android Phone,iOS 15,Chennai
D301431,U100386,Android Phone,iOS 12,Ahmedabad
D301432,U102411,iPhone,iOS 14,Lucknow
D301433,U100455,Android Phone,iOS 12,Jaipur
D301434,U104906,Mac,Windows 11,Mumbai
D301435,U102642,Windows PC,iOS 12,Jaipur
D301436,U103924,Android Phone,Windows 11,Hyderabad
D301437,U102354,Android Phone,iOS 13,Mumbai
D301438,U100098,Android Phone,Android 9,Chennai
D301439,U103192,Android Phone,iOS 13,Bangalore
D301440,U103265,iPhone,Android 11,Bangalore
D301441,U101145,iPhone,iOS 13,Pune
D301442,U103582,iPhone,Android 10,Kolkata
D301443,U101130,Android Phone,Windows 11,Ahmedabad
D301444,U103457,Windows PC,iOS 15,Jaipur
D301445,U103745,iPhone,Android 10,Delhi
D301446,U100687,Tablet,MacOS 12,Jaipur
D301447,U101458,Windows PC,iOS 12,Mumbai
D301448,U100816,iPhone,Android 11,Delhi
D301449,U103636,Android Phone,Android 9,Delhi
D301450,U101177,Windows PC,Android 11,Delhi
D301451,U103203,Android Phone,Android 9,Chennai
D301452,U102087,Android Phone,iOS 13,Jaipur
D301453,U100416,Android Phone,iOS 15,Pune
D301454,U104413,Android Phone,iOS 12,Kolkata
D301455,U103555,Android Phone,MacOS 10.15,Lucknow
D301456,U101308,Android Phone,MacOS 12,Kolkata
D301457,U104397,Windows PC,Android 12,Delhi
D301458,U103544,iPhone,iOS 15,Delhi
D301459,U104083,Mac,iOS 12,Hyderabad
D301460,U100890,Windows PC,Android 12,Bangalore
D301461,U100044,Android Phone,Android 11,Chennai
D301462,U100309,iPhone,iOS 14,Chennai
D301463,U102698,iPhone,Android 10,Chennai
D301464,U103933,Android Phone,Windows 10,Lucknow
D301465,U104566,Tablet,MacOS 10.15,Delhi
D301466,U104804,Mac,iOS 12,Mumbai
D301467,U102993,Android Phone,iOS 14,Bangalore
D301468,U103156,Windows PC,MacOS 12,Ahmedabad
D301469,U101451,Android Phone,Windows 10,Bangalore
D301470,U100005,Mac,iOS 12,Bangalore
D301471,U100972,iPhone,MacOS 10.15,Ahmedabad
D301472,U100277,Android Phone,Android 9,Pune
D301473,U103424,Windows PC,iOS 15,Pune
D301474,U102515,iPhone,Android 12,Pune
D301475,U103856,Android Phone,Android 11,Pune
D301476,U100740,iPhone,iOS 14,Hyderabad
D301477,U104562,iPhone,Windows 10,Hyderabad
D301478,U103597,Android Phone,Windows 10,Ahmedabad
D301479,U104528,iPhone,Windows 10,Chennai
D301480,U103242,Android Phone,Android 12,Chennai
D301481,U101696,Android Phone,iOS 12,Bangalore
D301482,U103130,iPhone,Android 10,Jaipur
D301483,U103019,Android Phone,iOS 15,Delhi
D301484,U100904,Android Phone,Windows 11,Bangalore
D301485,U100507,Mac,iOS 13,Mumbai
D301486,U103251,Windows PC,Android 12,Chennai
D301487,U100472,iPhone,Android 12,Bangalore
D301488,U100501,iPhone,iOS 15,Hyderabad
D301489,U100357,Mac,Windows 10,Lucknow
D301490,U103110,Windows PC,iOS 13,Kolkata
D301491,U104635,Android Phone,Android 11,Lucknow
D301492,U102485,Android Phone,iOS 12,Chennai
D301493,U100762,Android Phone,Android 12,Ahmedabad
D301494,U102563,Android Phone,Android 10,Mumbai
D301495,U102411,Android Phone,iOS 12,Pune
D301496,U102966,iPhone,MacOS 10.15,Ahmedabad
D301497,U102165,iPhone,iOS 15,Pune
D301498,U102660,Mac,Android 10,Lucknow
D301499,U101623,Android Phone,MacOS 10.15,Pune
D301500,U104530,Android Phone,Android 11,Hyderabad
D301501,U102688,Android Phone,iOS 15,Pune
D301502,U101553,Android Phone,iOS 14,Chennai
D301503,U100013,Android Phone,Windows 10,Bangalore
D301504,U103393,Tablet,Windows 11,Lucknow
D301505,U101900,Android Phone,Android 12,Lucknow
D301506,U101245,iPhone,Windows 11,Lucknow
D301507,U102396,Android Phone,iOS 15,Ahmedabad
D301508,U102425,iPhone,iOS 12,Bangalore
D301509,U104016,Windows PC,Android 10,Bangalore
D301510,U102712,Mac,iOS 14,Chennai
D301511,U103504,Android Phone,iOS 13,Hyderabad
D301512,U103235,Mac,iOS 13,Bangalore
D301513,U104248,Android Phone,Windows 10,Ahmedabad
D301514,U100031,Windows PC,Windows 10,Delhi
D301515,U101881,Android Phone,Android 11,Lucknow
D301516,U103577,iPhone,Android 12,Kolkata
D301517,U100704,iPhone,MacOS 10.15,Chennai
D301518,U102209,Windows PC,iOS 15,Kolkata
D301519,U102005,Windows PC,iOS 13,Kolkata
D301520,U104028,Android Phone,MacOS 12,Hyderabad
D301521,U104815,Windows PC,Windows 10,Chennai
D301522,U100531,Android Phone,MacOS 10.15,Chennai
D301523,U101071,Android Phone,iOS 13,Chennai
D301524,U103871,Android Phone,Android 10,Mumbai
D301525,U100873,Android Phone,Windows 10,Bangalore
D301526,U102484,Android Phone,Windows 11,Kolkata
D301527,U104721,iPhone,iOS 15,Delhi
D301528,U104876,Android Phone,iOS 13,Kolkata
D301529,U104749,iPhone,Android 10,Kolkata
D301530,U100672,Android Phone,Android 11,Delhi
D301531,U100746,iPhone,MacOS 12,Kolkata
D301532,U100880,Android Phone,Android 11,Pune
D301533,U103847,Android Phone,iOS 15,Ahmedabad
D301534,U100895,iPhone,iOS 15,Chennai
D301535,U102148,Mac,iOS 13,Hyderabad
D301536,U104091,Tablet,MacOS 12,Delhi
D301537,U102461,Android Phone,Windows 10,Chennai
D301538,U104702,Mac,MacOS 12,Pune
D301539,U102493,iPhone,Android 12,Kolkata
D301540,U101898,Mac,Windows 10,Lucknow
D301541,U104841,Android Phone,Windows 11,Ahmedabad
D301542,U102735,Android Phone,MacOS 12,Lucknow
D301543,U100923,Android Phone,iOS 12,Kolkata
D301544,U103172,Windows PC,Android 12,Delhi
D301545,U103865,Android Phone,Windows 11,Hyderabad
D301546,U104192,Android Phone,Windows 10,Lucknow
D301547,U100028,iPhone,Android 12,Mumbai
D301548,U100541,Mac,Android 12,Lucknow
D301549,U103143,iPhone,Windows 11,Delhi
D301550,U103709,iPhone,iOS 14,Pune
D301551,U103263,Android Phone,MacOS 10.15,Lucknow
D301552,U101914,Mac,iOS 15,Bangalore
D301553,U103768,Android Phone,MacOS 12,Bangalore
D301554,U102895,Android Phone,Android 12,Jaipur
D301555,U104629,Android Phone,Windows 11,Chennai
D301556,U101838,Android Phone,Android 11,Pune
D301557,U103769,iPhone,Windows 10,Mumbai
D301558,U100718,iPhone,iOS 13,Pune
D301559,U103660,Android Phone,iOS 14,Hyderabad
D301560,U103658,Android Phone,Windows 11,Hyderabad
D301561,U101268,Android Phone,Android 10,Ahmedabad
D301562,U100308,Android Phone,Android 11,Kolkata
D301563,U104964,Mac,iOS 14,Pune
D301564,U100382,iPhone,iOS 12,Kolkata
D301565,U102342,Android Phone,iOS 14,Jaipur
D301566,U100005,Android Phone,iOS 13,Hyderabad
D301567,U102087,Windows PC,Android 9,Bangalore
D301568,U104104,Windows PC,MacOS 12,Jaipur
D301569,U102509,Mac,Windows 10,Chennai
D301570,U101198,Android Phone,iOS 15,Lucknow
D301571,U101970,iPhone,Android 10,Lucknow
D301572,U100461,Android Phone,Android 11,Hyderabad
D301573,U102968,iPhone,iOS 15,Kolkata
D301574,U100020,Android Phone,Android 9,Bangalore
D301575,U101748,iPhone,iOS 13,Jaipur
D301576,U100303,Android Phone,MacOS 10.15,Bangalore
D301577,U101199,iPhone,MacOS 10.15,Pune
D301578,U100337,Android Phone,iOS 14,Jaipur
D301579,U104639,Windows PC,Android 11,Mumbai
D301580,U103860,Android Phone,Android 9,Mumbai
D301581,U104639,iPhone,Android 11,Lucknow
D301582,U103415,Android Phone,Android 12,Lucknow
D301583,U102481,iPhone,iOS 14,Chennai
D301584,U100870,iPhone,Windows 10,Bangalore
D301585,U104810,Android Phone,iOS 13,Pune
D301586,U104587,Android Phone,Windows 11,Hyderabad
D301587,U102078,Android Phone,Android 10,Bangalore
D301588,U101128,Android Phone,iOS 13,Bangalore
D301589,U101936,iPhone,iOS 15,Hyderabad
D301590,U101970,Android Phone,Android 9,Bangalore
D301591,U104584,Android Phone,MacOS 10.15,Hyderabad
D301592,U100334,Android Phone,MacOS 12,Pune
D301593,U103164,Android Phone,Windows 10,Bangalore
D301594,U103842,Android Phone,Windows 10,Hyderabad
D301595,U103812,iPhone,Android 11,Lucknow
D301596,U100966,Android Phone,Android 11,Hyderabad
D301597,U102063,Mac,Android 11,Mumbai
D301598,U101710,iPhone,Android 10,Ahmedabad
D301599,U102035,Android Phone,iOS 14,Kolkata
D301600,U100435,Windows PC,MacOS 12,Ahmedabad
D301601,U100416,iPhone,Windows 10,Delhi
D301602,U100120,iPhone,MacOS 10.15,Ahmedabad
D301603,U104833,Android Phone,MacOS 12,Pune
D301604,U102083,iPhone,iOS 15,Delhi
D301605,U101139,Android Phone,Android 10,Kolkata
D301606,U103988,iPhone,MacOS 12,Kolkata
D301607,U102471,Android Phone,iOS 14,Hyderabad
D301608,U101822,Android Phone,iOS 14,Pune
D301609,U100573,iPhone,MacOS 12,Pune
D301610,U101930,Android Phone,Windows 10,Lucknow
D301611,U103234,Android Phone,Android 10,Ahmedabad
D301612,U103117,Windows PC,Windows 11,Chennai
D301613,U101954,Android Phone,MacOS 12,Lucknow
D301614,U103065,Android Phone,Android 11,Kolkata
D301615,U103838,Android Phone,iOS 13,Jaipur
D301616,U104651,Mac,Android 10,Kolkata
D301617,U102641,iPhone,Windows 10,Chennai
D301618,U101138,iPhone,Android 10,Ahmedabad
D301619,U100647,Windows PC,iOS 13,Ahmedabad
D301620,U100788,iPhone,iOS 15,Mumbai
D301621,U100053,Windows PC,MacOS 10.15,Delhi
D301622,U102790,iPhone,Android 12,Ahmedabad
D301623,U101062,Windows PC,MacOS 10.15,Mumbai
D301624,U101130,iPhone,Android 9,Kolkata
D301625,U103621,Android Phone,Android 10,Kolkata
D301626,U101598,Android Phone,Android 10,Kolkata
D301627,U104142,Android Phone,Windows 10,Kolkata
D301628,U100685,iPhone,iOS 12,Lucknow
D301629,U101706,Tablet,Android 9,Hyderabad
D301630,U100257,iPhone,Windows 11,Jaipur
D301631,U102679,iPhone,Android 12,Kolkata
D301632,U100624,iPhone,Windows 10,Kolkata
D301633,U101200,Mac,iOS 14,Pune
D301634,U103677,iPhone,Android 10,Bangalore
D301635,U104402,Android Phone,iOS 15,Lucknow
D301636,U102727,Android Phone,MacOS 10.15,Lucknow
D301637,U104826,Android Phone,iOS 12,Mumbai
D301638,U103783,Android Phone,MacOS 10.15,Mumbai
D301639,U103764,Android Phone,Android 12,Chennai
D301640,U104953,Android Phone,Android 12,Mumbai
D301641,U100444,Android Phone,Android 11,Delhi
D301642,U101160,Android Phone,Android 11,Jaipur
D301643,U102185,Mac,Android 11,Mumbai
D301644,U103091,Android Phone,iOS 15,Chennai
D301645,U104952,Windows PC,Android 10,Lucknow
D301646,U100495,Android Phone,iOS 14,Chennai
D301647,U101146,Tablet,Android 12,Delhi
D301648,U101490,iPhone,Android 10,Bangalore
D301649,U103352,Mac,Windows 11,Bangalore
D301650,U104758,iPhone,iOS 14,Hyderabad
D301651,U104692,iPhone,Android 12,Kolkata
D301652,U103738,Android Phone,iOS 15,Delhi
D301653,U103866,Android Phone,MacOS 10.15,Bangalore
D301654,U102077,iPhone,Android 12,Kolkata
D301655,U103044,Android Phone,Android 11,Hyderabad
D301656,U100854,Android Phone,Windows 10,Kolkata
D301657,U102533,Windows PC,iOS 13,Lucknow
D301658,U101463,Android Phone,Windows 10,Kolkata
D301659,U104644,iPhone,Android 11,Ahmedabad
D301660,U101837,Android Phone,MacOS 12,Hyderabad
D301661,U101973,Android Phone,Android 9,Kolkata
D301662,U102013,Android Phone,Android 12,Delhi
D301663,U104506,Android Phone,iOS 15,Pune
D301664,U104662,Windows PC,iOS 14,Jaipur
D301665,U102155,Windows PC,iOS 12,Jaipur
D301666,U104978,Android Phone,MacOS 12,Ahmedabad
D301667,U103782,Android Phone,iOS 12,Bangalore
D301668,U104232,Windows PC,Windows 10,Kolkata
D301669,U104578,Android Phone,iOS 12,Ahmedabad
D301670,U101662,Android Phone,iOS 13,Ahmedabad
D301671,U102753,Android Phone,Windows 11,Pune
D301672,U101425,iPhone,iOS 12,Delhi
D301673,U101549,Android Phone,iOS 12,Ahmedabad
D301674,U102321,Android Phone,Windows 11,Hyderabad
D301675,U100254,Tablet,Android 10,Delhi
D301676,U101075,Mac,iOS 13,Hyderabad
D301677,U104046,iPhone,Android 12,Ahmedabad
D301678,U100828,iPhone,iOS 13,Lucknow
D301679,U103110,Mac,iOS 14,Ahmedabad
D301680,U103828,iPhone,iOS 13,Bangalore
D301681,U101315,iPhone,MacOS 12,Pune
D301682,U102291,Android Phone,MacOS 10.15,Pune
D301683,U104387,Android Phone,Android 10,Mumbai
D301684,U104177,Windows PC,iOS 15,Jaipur
D301685,U104601,iPhone,Android 12,Mumbai
D301686,U103141,Android Phone,Windows 10,Ahmedabad
D301687,U104435,iPhone,iOS 13,Ahmedabad
D301688,U101992,Windows PC,MacOS 12,Lucknow
D301689,U103007,Android Phone,MacOS 12,Pune
D301690,U103336,iPhone,Android 9,Delhi
D301691,U104882,Android Phone,Android 10,Lucknow
D301692,U101841,iPhone,Android 9,Chennai
D301693,U104374,Tablet,Windows 11,Kolkata
D301694,U102546,Windows PC,Android 11,Jaipur
D301695,U100521,Windows PC,Windows 10,Bangalore
D301696,U103277,iPhone,Android 12,Pune
D301697,U104905,Android Phone,Android 12,Ahmedabad
D301698,U102266,iPhone,iOS 15,Hyderabad
D301699,U102744,Android Phone,Windows 11,Ahmedabad
D301700,U104636,iPhone,iOS 14,Ahmedabad
D301701,U104600,iPhone,iOS 14,Hyderabad
D301702,U102000,iPhone,Windows 10,Delhi
D301703,U103801,Android Phone,Android 11,Ahmedabad
D301704,U103154,Android Phone,iOS 15,Ahmedabad
D301705,U103237,Android Phone,Android 12,Chennai
D301706,U103602,Android Phone,Android 10,Jaipur
D301707,U101633,Android Phone,Android 12,Bangalore
D301708,U101524,Android Phone,Android 11,Mumbai
D301709,U100135,Mac,Android 12,Mumbai
D301710,U104281,Android Phone,Android 9,Hyderabad
D301711,U101383,Windows PC,Windows 10,Bangalore
D301712,U103371,Android Phone,iOS 12,Pune
D301713,U103429,Windows PC,iOS 15,Pune
D301714,U103517,iPhone,Windows 10,Kolkata
D301715,U104315,Mac,Windows 11,Bangalore
D301716,U104339,Windows PC,Android 9,Lucknow
D301717,U100011,iPhone,iOS 14,Jaipur
D301718,U104200,Android Phone,iOS 13,Chennai
D301719,U101039,iPhone,iOS 12,Bangalore
D301720,U103226,Android Phone,Windows 11,Jaipur
D301721,U103365,Mac,Android 9,Pune
D301722,U100268,Windows PC,Android 12,Kolkata
D301723,U101418,Android Phone,Windows 11,Hyderabad
D301724,U104550,iPhone,iOS 12,Ahmedabad
D301725,U100708,Android Phone,Android 9,Bangalore
D301726,U101159,iPhone,Android 11,Lucknow
D301727,U100409,iPhone,Android 12,Hyderabad
D301728,U100833,iPhone,Android 11,Mumbai
D301729,U103189,Windows PC,Windows 10,Lucknow
D301730,U104206,Android Phone,Android 11,Lucknow
D301731,U102974,iPhone,Windows 11,Lucknow
D301732,U101422,iPhone,Android 12,Pune
D301733,U104293,Android Phone,Android 9,Bangalore
D301734,U101836,Android Phone,Android 9,Hyderabad
D301735,U101574,Android Phone,iOS 15,Hyderabad
D301736,U102527,iPhone,Windows 10,Hyderabad
D301737,U100683,Mac,Android 10,Mumbai
D301738,U101781,Android Phone,Android 12,Chennai
D301739,U103995,Android Phone,Windows 11,Kolkata
D301740,U103041,Android Phone,MacOS 10.15,Hyderabad
D301741,U104940,Android Phone,Windows 10,Chennai
D301742,U103878,Android Phone,iOS 15,Ahmedabad
D301743,U101801,iPhone,Windows 10,Lucknow
D301744,U103833,Android Phone,Android 12,Kolkata
D301745,U104326,Windows PC,Android 9,Pune
D301746,U103154,Android Phone,iOS 14,Mumbai
D301747,U103812,iPhone,iOS 14,Mumbai
D301748,U102516,Android Phone,Windows 11,Delhi
D301749,U104557,Android Phone,Android 11,Lucknow
D301750,U101188,Android Phone,MacOS 10.15,Chennai
D301751,U102121,iPhone,iOS 13,Pune
D301752,U101269,Mac,iOS 13,Pune
D301753,U100506,Android Phone,MacOS 12,Mumbai
D301754,U103079,iPhone,iOS 14,Mumbai
D301755,U100591,iPhone,Android 10,Ahmedabad
D301756,U101130,Android Phone,Android 12,Ahmedabad
D301757,U103815,Windows PC,iOS 15,Hyderabad
D301758,U101205,Android Phone,Android 11,Chennai
D301759,U104316,Windows PC,Android 10,Kolkata
D301760,U100245,iPhone,Android 12,Ahmedabad
D301761,U102285,Android Phone,iOS 14,Mumbai
D301762,U100335,iPhone,Android 10,Delhi
D301763,U100297,Android Phone,iOS 14,Bangalore
D301764,U103954,iPhone,Windows 10,Mumbai
D301765,U100333,Windows PC,iOS 13,Mumbai
D301766,U104461,iPhone,Windows 10,Kolkata
D301767,U102993,Android Phone,iOS 15,Jaipur
D301768,U102412,Android Phone,iOS 13,Pune
D301769,U104593,iPhone,MacOS 12,Bangalore
D301770,U101938,iPhone,iOS 15,Kolkata
D301771,U101997,iPhone,Windows 11,Kolkata
D301772,U102049,Android Phone,iOS 15,Chennai
D301773,U103253,iPhone,MacOS 12,Lucknow
D301774,U104236,iPhone,iOS 13,Lucknow
D301775,U102710,iPhone,Android 11,Lucknow
D301776,U101405,Android Phone,Android 11,Kolkata
D301777,U104448,Android Phone,MacOS 12,Ahmedabad
D301778,U102994,Android Phone,Windows 11,Ahmedabad
D301779,U104161,Windows PC,Android 12,Ahmedabad
D301780,U102161,Windows PC,iOS 13,Mumbai
D301781,U100996,Windows PC,Android 9,Lucknow
D301782,U104722,Android Phone,MacOS 12,Lucknow
D301783,U103387,iPhone,iOS 13,Ahmedabad
D301784,U101538,Windows PC,iOS 12,Hyderabad
D301785,U104237,Android Phone,Android 11,Kolkata
D301786,U100045,Android Phone,Android 9,Bangalore
D301787,U104651,Android Phone,Windows 11,Delhi
D301788,U102893,iPhone,Android 11,Lucknow
D301789,U102949,Android Phone,Android 10,Bangalore
D301790,U100066,Android Phone,MacOS 12,Chennai
D301791,U100879,iPhone,iOS 14,Kolkata
D301792,U103603,iPhone,Android 9,Pune
D301793,U102791,Windows PC,Android 12,Bangalore
D301794,U100638,iPhone,iOS 14,Bangalore
D301795,U103329,Mac,Android 11,Chennai
D301796,U103732,iPhone,MacOS 12,Chennai
D301797,U101362,Windows PC,MacOS 10.15,Delhi
D301798,U103446,Android Phone,MacOS 10.15,Chennai
D301799,U104865,Windows PC,iOS 14,Hyderabad
D301800,U102412,Mac,MacOS 12,Kolkata
D301801,U101146,iPhone,Android 12,Chennai
D301802,U104809,Android Phone,iOS 14,Lucknow
D301803,U104556,Android Phone,Windows 10,Bangalore
D301804,U102284,Android Phone,iOS 14,Jaipur
D301805,U102125,Android Phone,MacOS 10.15,Pune
D301806,U104169,Android Phone,Android 10,Pune
D301807,U100002,Android Phone,iOS 13,Bangalore
D301808,U101561,Android Phone,Windows 11,Lucknow
D301809,U102716,Mac,Android 11,Kolkata
D301810,U103270,iPhone,iOS 12,Hyderabad
D301811,U103141,Windows PC,MacOS 12,Bangalore
D301812,U101852,Android Phone,iOS 15,Kolkata
D301813,U104346,Android Phone,iOS 12,Pune
D301814,U103248,Android Phone,iOS 12,Lucknow
D301815,U102702,Windows PC,Android 11,Jaipur
D301816,U104693,Android Phone,Windows 10,Mumbai
D301817,U100470,iPhone,Android 10,Delhi
D301818,U103549,Android Phone,Android 11,Lucknow
D301819,U104634,Android Phone,Android 10,Jaipur
D301820,U103309,Android Phone,Windows 11,Mumbai
D301821,U102826,Android Phone,MacOS 12,Jaipur
D301822,U101822,Android Phone,Android 10,Ahmedabad
D301823,U101357,Windows PC,MacOS 12,Lucknow
D301824,U102729,Android Phone,MacOS 10.15,Mumbai
D301825,U104494,Android Phone,iOS 14,Jaipur
D301826,U102311,Android Phone,Android 9,Chennai
D301827,U100604,Tablet,Windows 10,Hyderabad
D301828,U102418,iPhone,iOS 14,Bangalore
D301829,U100487,iPhone,Windows 11,Delhi
D301830,U104680,iPhone,Android 12,Pune
D301831,U102675,Windows PC,iOS 14,Delhi
D301832,U101069,Android Phone,MacOS 10.15,Kolkata
D301833,U103124,iPhone,Windows 10,Mumbai
D301834,U102688,Windows PC,iOS 15,Lucknow
D301835,U102554,Android Phone,MacOS 12,Kolkata
D301836,U102959,Android Phone,iOS 13,Mumbai
D301837,U104644,iPhone,Android 11,Lucknow
D301838,U104280,Android Phone,MacOS 12,Pune
D301839,U101314,Android Phone,Android 10,Mumbai
D301840,U101198,Android Phone,iOS 14,Chennai
D301841,U104951,Android Phone,Windows 11,Hyderabad
D301842,U103224,iPhone,Windows 11,Ahmedabad
D301843,U100096,Android Phone,Windows 10,Lucknow
D301844,U102647,iPhone,iOS 13,Jaipur
D301845,U100592,Android Phone,Android 11,Delhi
D301846,U100149,Android Phone,Android 9,Kolkata
