user_id,age,gender,registration_date,avg_monthly_spend
U100699,22,F,2022-01-19,14207.21
U100700,45,F,2023-03-29,12929.67
U100701,50,F,2022-06-20,17353.95
U100702,26,F,2022-02-08,19169.41
U100703,26,F,2021-09-09,24235.1
U100704,24,F,2023-06-05,17470.8
U100705,47,M,2022-05-18,11296.89
U100706,18,M,2021-07-02,12385.17
U100707,47,M,2022-08-21,4416.5
U100708,42,M,2023-10-24,28289.71
U100709,42,M,2023-03-24,10670.61
U100710,53,M,2021-10-23,22739.52
U100711,45,F,2021-10-25,17212.41
U100712,55,F,2023-01-31,17429.85
U100713,57,F,2023-05-26,14060.42
U100714,65,M,2023-02-22,8697.61
U100715,59,F,2023-04-12,7251.72
U100716,44,M,2021-12-14,28827.72
U100717,43,M,2021-09-07,15911.69
U100718,30,M,2023-10-18,24002.14
U100719,49,M,2021-12-14,26079.26
U100720,25,M,2021-12-03,11713.22
U100721,66,F,2022-04-17,18388.05
U100722,61,F,2021-08-09,15360.09
U100723,24,F,2023-10-26,5742.29
U100724,58,M,2022-01-23,13516.16
U100725,24,F,2023-08-01,19700.05
U100726,55,F,2021-07-15,11007.77
U100727,22,M,2022-08-05,12401.25
U100728,43,F,2023-09-05,13613.07
U100729,52,F,2021-12-09,31892.23
U100730,55,M,2021-12-06,500.0
U100731,39,M,2022-09-08,19013.15
U100732,65,F,2023-02-04,12973.29
U100733,58,M,2023-11-16,9874.76
U100734,28,M,2021-07-05,12776.99
U100735,52,M,2023-06-07,20339.01
U100736,55,F,2021-09-06,20796.19
U100737,35,M,2022-05-10,16488.14
U100738,56,M,2022-02-06,23741.93
U100739,64,M,2022-01-28,25150.66
U100740,60,F,2021-08-22,21531.01
U100741,57,F,2023-10-31,10630.46
U100742,50,F,2021-04-15,18955.53
U100743,32,M,2023-10-21,18993.61
U100744,59,M,2021-04-07,8474.95
U100745,36,F,2023-03-24,2444.49
U100746,45,M,2021-09-03,500.0
U100747,34,F,2023-09-13,15558.84
U100748,34,F,2022-09-11,17384.32
U100749,26,M,2022-06-25,5545.75
U100750,67,O,2021-05-21,23368.26
U100751,25,F,2023-08-05,16217.75
U100752,22,M,2023-10-28,25795.62
U100753,66,F,2022-03-14,17964.29
U100754,46,M,2023-10-16,6469.33
U100755,40,F,2021-11-09,18666.25
U100756,56,M,2023-10-26,20360.89
U100757,37,M,2021-05-05,10619.01
U100758,24,F,2022-07-04,3463.26
U100759,55,M,2021-05-27,15802.37
U100760,27,M,2023-08-02,6993.24
U100761,46,F,2023-03-12,23967.1
U100762,67,M,2022-09-17,11742.59
U100763,66,M,2023-11-04,28796.81
U100764,36,M,2023-08-25,500.0
U100765,58,M,2023-01-17,16078.36
U100766,49,M,2021-12-18,26435.14
U100767,42,F,2022-01-14,7877.57
U100768,25,F,2023-09-09,13726.39
U100769,37,M,2023-10-05,11775.71
U100770,51,F,2022-03-06,9529.86
U100771,69,F,2022-12-19,16956.98
U100772,18,F,2021-10-25,4636.63
U100773,55,F,2023-02-16,14112.25
U100774,62,F,2022-12-16,19127.95
U100775,67,F,2023-05-04,13279.25
U100776,40,F,2023-03-19,6998.37
U100777,24,F,2022-01-17,23241.48
U100778,32,M,2022-09-01,20842.06
U100779,62,M,2022-03-03,6670.5
U100780,63,F,2023-09-17,4647.14
U100781,51,M,2022-07-01,7384.6
U100782,24,M,2022-09-14,19362.19
U100783,24,M,2021-07-02,17204.58
U100784,42,M,2022-10-18,21320.66
U100785,48,F,2023-08-24,12390.8
U100786,19,F,2022-01-25,7602.13
U100787,53,M,2023-07-10,22350.77
U100788,46,M,2021-07-04,10572.41
U100789,18,M,2022-11-26,16492.38
U100790,22,M,2021-11-02,2600.6
U100791,41,F,2022-03-06,10441.52
U100792,55,F,2022-09-08,23075.17
U100793,60,F,2022-05-15,9269.8
U100794,40,F,2023-06-08,21516.03
U100795,33,O,2023-09-22,500.0
U100796,68,F,2021-11-19,10524.87
U100797,41,F,2021-05-17,13629.16
U100798,34,M,2021-08-18,28940.32
U100799,41,M,2023-02-10,5647.5
U100800,18,F,2022-12-20,20367.95
U100801,33,M,2022-12-19,23455.45
U100802,44,M,2022-01-20,9228.08
U100803,65,O,2022-04-07,12011.81
U100804,56,F,2021-10-21,16133.03
U100805,58,M,2021-05-30,3148.12
U100806,46,M,2022-11-17,11359.17
U100807,23,M,2022-02-28,25208.9
U100808,38,F,2022-08-04,19181.24
U100809,69,M,2021-05-20,13745.99
U100810,20,F,2022-12-24,15904.58
U100811,63,F,2023-06-04,19647.24
U100812,53,F,2022-11-30,21179.28
U100813,32,F,2022-04-11,10548.69
U100814,58,M,2021-05-22,27277.77
U100815,61,M,2021-09-19,25530.79
U100816,20,F,2023-11-15,20418.06
U100817,23,M,2022-07-27,8256.32
U100818,52,M,2023-07-01,6838.21
U100819,69,M,2022-12-16,12387.17
U100820,19,M,2021-05-31,15486.12
U100821,52,M,2021-04-21,852.07
U100822,25,F,2023-07-06,18957.55
U100823,51,F,2023-07-19,25299.7
U100824,50,F,2022-01-26,19611.79
U100825,22,F,2022-10-30,9591.58
U100826,53,M,2022-10-09,8644.77
U100827,64,F,2021-08-07,17398.82
U100828,62,F,2021-06-23,13773.57
U100829,19,M,2021-07-12,18544.33
U100830,30,F,2021-11-03,19813.77
U100831,30,M,2021-04-26,23735.12
U100832,41,M,2022-01-03,5943.01
U100833,25,M,2021-07-27,16772.95
U100834,62,M,2022-06-26,12092.2
U100835,58,M,2023-10-14,14210.92
U100836,60,F,2021-10-02,21915.27
U100837,28,F,2021-06-14,22785.01
U100838,18,M,2023-02-03,26187.55
U100839,65,F,2022-10-13,18404.72
U100840,33,M,2022-05-27,14119.87
U100841,52,F,2022-03-10,12976.97
U100842,65,M,2022-02-16,1121.96
U100843,19,M,2022-11-15,25717.88
U100844,18,F,2021-08-26,12424.81
U100845,18,F,2021-10-04,19047.18
U100846,26,F,2021-06-02,20431.97
U100847,20,F,2022-05-23,5037.48
U100848,60,F,2023-09-18,7613.23
U100849,49,M,2021-09-03,27376.16
U100850,68,M,2023-09-16,17323.48
U100851,59,M,2023-05-29,10355.31
U100852,68,M,2023-03-01,13989.22
U100853,30,M,2023-06-06,23689.9
U100854,32,F,2021-12-30,22474.52
U100855,62,M,2022-10-01,3271.35
U100856,30,F,2023-05-04,28074.27
U100857,20,F,2023-11-28,22729.18
U100858,52,F,2023-05-07,13780.2
U100859,59,F,2022-01-29,5466.22
U100860,68,M,2021-10-23,23432.07
U100861,66,M,2023-02-18,18811.42
U100862,24,F,2023-09-22,3337.61
U100863,58,F,2022-06-10,13143.38
U100864,61,M,2021-11-03,40009.38
U100865,54,M,2023-09-26,15132.01
U100866,60,F,2021-10-22,9064.24
U100867,61,F,2023-06-20,6932.03
U100868,41,M,2023-03-27,29176.79
U100869,20,M,2022-04-07,21782.08
U100870,41,F,2023-10-14,26259.51
U100871,28,M,2023-02-09,16985.48
U100872,23,F,2023-07-21,25032.15
U100873,24,M,2023-05-08,8213.44
U100874,54,F,2021-11-12,16300.73
U100875,44,M,2023-04-25,17296.43
U100876,46,M,2023-10-21,26059.58
U100877,56,F,2023-05-08,17550.74
U100878,46,M,2023-09-09,9995.91
U100879,50,F,2022-04-07,15512.59
U100880,22,M,2021-05-03,1588.69
U100881,62,F,2023-06-23,500.0
U100882,41,F,2021-12-26,21650.73
U100883,26,F,2022-12-16,12002.05
U100884,60,M,2023-09-24,12908.66
U100885,56,F,2022-02-03,21647.57
U100886,20,F,2023-05-13,26176.08
U100887,28,F,2022-07-22,19275.9
U100888,18,M,2022-07-29,30424.58
U100889,32,M,2022-05-02,19021.51
U100890,23,M,2023-07-25,17417.71
U100891,54,F,2023-04-03,16923.11
U100892,45,O,2021-12-17,4716.04
U100893,68,M,2021-06-11,22647.99
U100894,56,F,2023-11-21,500.0
U100895,49,F,2022-10-27,10309.98
U100896,44,M,2021-07-31,15183.44
U100897,20,M,2023-02-27,8681.9
U100898,21,F,2022-09-24,11385.95
U100899,50,F,2021-07-08,29715.0
U100900,18,M,2021-05-07,23832.19
U100901,20,F,2022-03-07,9513.38
U100902,29,F,2022-01-28,11243.47
U100903,63,F,2022-04-16,4783.97
U100904,41,F,2023-03-02,20639.95
U100905,54,F,2021-07-25,13002.06
U100906,39,F,2023-10-30,500.0
U100907,27,M,2023-10-07,15806.27
U100908,37,F,2022-04-28,18511.83
U100909,22,M,2021-09-11,22705.13
U100910,58,F,2021-10-04,14413.16
U100911,27,M,2022-02-13,12018.63
U100912,37,F,2022-12-02,30890.12
U100913,68,M,2022-12-18,15052.69
U100914,48,M,2022-10-16,20756.49
U100915,41,M,2023-03-29,10683.68
U100916,46,F,2022-10-22,20519.28
U100917,58,F,2023-08-23,3354.97
U100918,31,M,2023-01-26,11303.46
U100919,51,F,2021-06-03,5333.81
U100920,63,F,2022-01-16,10160.21
U100921,47,M,2023-07-18,25003.76
U100922,41,F,2023-02-28,10101.39
U100923,25,M,2023-03-26,20746.05
U100924,30,M,2023-03-04,27138.12
U100925,67,F,2022-01-31,14779.38
U100926,46,M,2021-07-17,22950.14
U100927,33,F,2022-01-13,19248.69
U100928,39,F,2022-08-16,15931.5
U100929,48,F,2023-06-30,21002.52
U100930,45,F,2023-07-17,29719.5
U100931,54,F,2021-10-04,9901.85
U100932,31,O,2022-02-13,7326.39
U100933,51,M,2022-07-26,6856.68
U100934,41,M,2022-05-22,22955.42
U100935,66,F,2021-08-31,24034.94
U100936,26,M,2021-10-04,10703.7
U100937,25,M,2023-09-09,500.0
U100938,42,M,2022-11-14,9601.95
U100939,44,F,2023-10-22,19382.83
U100940,53,M,2022-11-24,14466.21
U100941,39,M,2022-03-25,16442.78
U100942,65,M,2023-05-14,10813.24
U100943,42,M,2023-07-10,23112.71
U100944,24,F,2022-08-13,17745.53
U100945,24,M,2022-07-11,19691.71
U100946,68,F,2022-01-09,16272.53
U100947,24,F,2023-11-19,19194.95
U100948,67,M,2023-04-06,18668.57
U100949,32,F,2021-11-06,7575.4
U100950,22,F,2022-02-09,17984.5
U100951,33,F,2021-07-13,21332.07
U100952,49,M,2021-10-03,24241.13
U100953,40,M,2021-09-10,18328.86
U100954,58,O,2022-07-25,7278.0
U100955,49,F,2021-05-17,8509.46
U100956,38,F,2022-10-25,11518.82
U100957,51,F,2021-07-09,16515.71
U100958,68,M,2022-11-17,14022.11
U100959,39,F,2022-09-28,6010.14
U100960,25,M,2022-02-05,5962.24
U100961,39,F,2022-11-11,500.0
U100962,61,M,2023-07-13,500.0
U100963,29,M,2021-07-16,13945.75
U100964,67,F,2022-09-19,33561.84
U100965,48,F,2021-06-16,29374.24
U100966,49,F,2022-11-10,7174.15
U100967,34,M,2021-05-03,16199.23
U100968,65,M,2022-04-27,3283.36
U100969,19,O,2021-11-17,4503.12
U100970,33,M,2021-11-30,5420.22
U100971,39,M,2023-05-21,13196.01
U100972,42,F,2021-10-02,13540.32
U100973,42,M,2021-05-30,17021.62
U100974,25,F,2022-03-01,20305.73
U100975,29,M,2021-05-28,12304.95
U100976,22,F,2021-09-03,15289.62
U100977,47,F,2022-02-24,6249.5
U100978,36,F,2022-08-27,4244.02
U100979,47,F,2021-08-23,3008.22
U100980,48,M,2023-06-06,20193.98
U100981,54,F,2022-06-06,12296.74
U100982,46,F,2021-10-02,500.0
U100983,51,F,2021-05-31,14495.29
U100984,48,F,2023-03-18,5009.43
U100985,51,F,2023-09-02,28283.03
U100986,50,F,2023-01-13,10369.43
U100987,34,F,2021-08-16,20452.05
U100988,30,M,2022-07-12,23711.7
U100989,58,F,2023-10-10,7360.57
U100990,35,F,2023-08-09,15608.38
U100991,46,M,2023-01-08,19427.74
U100992,28,F,2023-01-04,15924.37
U100993,40,F,2023-07-24,17888.81
U100994,45,M,2022-08-10,4362.96
U100995,50,F,2022-08-25,19432.29
U100996,45,F,2023-05-23,11110.69
U100997,36,F,2023-04-21,17795.61
U100998,68,M,2022-02-26,22359.91
U100999,44,F,2021-05-23,20350.47
U101000,60,M,2021-04-10,17789.76
U101001,56,F,2022-06-08,20137.03
U101002,47,M,2023-10-26,20507.29
U101003,64,F,2021-07-15,26964.01
U101004,24,F,2021-05-24,14727.59
U101005,65,F,2023-03-08,16311.66
U101006,62,F,2022-11-09,22456.53
U101007,44,F,2023-11-07,11076.9
U101008,56,F,2021-10-16,4317.86
U101009,45,M,2021-11-10,18945.84
U101010,31,F,2023-11-12,13351.81
U101011,59,F,2022-01-20,5339.78
U101012,30,O,2022-10-29,19004.34
U101013,34,O,2022-06-21,26449.06
U101014,45,F,2023-05-05,1962.06
U101015,61,F,2021-10-03,23178.6
U101016,37,F,2022-11-05,500.0
U101017,43,M,2021-09-09,11797.71
U101018,20,F,2023-07-12,29724.13
U101019,24,F,2022-05-11,12373.41
U101020,20,F,2023-02-05,15719.51
U101021,21,F,2021-05-10,21102.93
U101022,63,M,2022-06-10,1268.21
U101023,61,M,2022-01-03,15576.76
U101024,60,F,2023-09-10,15513.7
U101025,20,M,2022-02-14,29898.57
U101026,22,M,2023-08-26,5114.07
U101027,32,M,2022-12-17,11947.69
U101028,47,F,2023-05-01,7573.15
U101029,35,F,2023-11-30,6724.71
U101030,43,M,2022-05-13,24019.22
U101031,26,M,2023-04-13,15213.21
U101032,56,M,2022-07-23,10555.46
U101033,34,M,2021-11-21,10857.23
U101034,21,F,2023-06-13,10494.18
U101035,56,F,2022-01-13,11209.57
U101036,64,M,2023-02-17,4884.44
U101037,18,F,2023-01-15,12930.16
U101038,40,M,2022-05-22,12126.35
U101039,61,M,2022-04-05,8937.63
U101040,54,F,2022-03-07,16240.37
U101041,62,F,2023-05-27,16919.12
U101042,39,F,2022-05-19,10546.82
U101043,37,M,2023-03-22,13846.93
U101044,54,M,2023-03-09,32268.99
U101045,25,M,2021-05-28,31963.47
U101046,30,F,2023-08-27,6567.28
U101047,49,O,2022-10-28,7684.42
U101048,52,M,2022-10-02,6524.77
U101049,24,F,2023-04-09,23456.43
U101050,44,F,2021-11-01,11811.77
U101051,36,F,2022-08-17,16917.39
U101052,44,M,2022-01-04,30975.74
U101053,67,F,2022-11-22,14916.28
U101054,21,M,2021-07-16,20649.99
U101055,69,F,2021-12-25,19163.37
U101056,41,F,2023-01-13,10294.26
U101057,58,F,2021-05-13,23473.29
U101058,40,F,2021-08-15,8202.39
U101059,34,F,2022-05-08,25719.04
U101060,58,F,2023-11-17,10300.39
U101061,53,F,2022-05-08,11176.26
U101062,25,F,2022-01-31,6292.1
U101063,54,M,2022-12-14,7605.92
U101064,57,O,2023-07-16,11585.89
U101065,38,F,2022-06-03,500.0
U101066,66,F,2021-10-16,13133.34
U101067,51,F,2023-01-27,10936.21
U101068,35,F,2022-09-16,21320.09
U101069,18,M,2023-12-01,18383.85
U101070,53,F,2022-01-19,9338.9
U101071,28,M,2021-08-14,11331.59
U101072,57,M,2021-11-09,13123.06
U101073,45,M,2022-10-12,26887.65
U101074,42,M,2023-10-20,8421.56
U101075,26,M,2022-08-12,9241.91
U101076,54,F,2021-06-03,5971.33
U101077,26,M,2023-09-13,3143.68
U101078,39,F,2023-05-09,17456.03
U101079,61,M,2021-09-12,16623.23
U101080,65,F,2022-05-30,25262.09
U101081,69,F,2023-06-20,23331.27
U101082,67,M,2023-11-09,34176.93
U101083,46,F,2022-10-30,14409.02
U101084,28,F,2022-05-04,12915.76
U101085,61,F,2021-09-08,4598.19
U101086,59,M,2021-07-28,20572.63
U101087,69,F,2022-09-14,15948.27
U101088,51,F,2022-10-19,20210.13
U101089,25,M,2021-06-12,5887.01
U101090,44,F,2021-11-09,17812.83
U101091,41,M,2023-05-13,16641.6
U101092,61,F,2022-02-10,16112.28
U101093,38,M,2022-01-08,9533.87
U101094,35,M,2023-04-20,24514.6
U101095,22,O,2021-04-28,31402.46
U101096,61,F,2023-02-18,6117.25
U101097,57,F,2022-06-17,20763.55
U101098,20,F,2022-08-11,500.0
U101099,40,M,2022-01-30,20348.88
U101100,42,M,2021-07-11,500.0
U101101,42,M,2022-11-16,10800.26
U101102,65,F,2022-11-25,4495.8
U101103,25,M,2021-12-04,13275.11
U101104,33,F,2021-05-23,21710.35
U101105,27,M,2021-07-04,500.0
U101106,30,M,2021-12-02,12124.16
U101107,65,M,2022-01-20,10893.05
U101108,66,M,2021-11-17,27648.39
U101109,20,M,2021-06-08,18454.09
U101110,50,F,2023-11-22,5582.26
U101111,30,M,2022-05-11,11229.64
U101112,28,F,2023-10-30,27448.83
U101113,33,F,2022-05-22,20714.92
U101114,28,F,2022-11-15,7654.13
U101115,43,F,2023-02-10,12863.44
U101116,69,M,2021-07-21,13119.13
U101117,48,M,2022-01-13,10696.14
U101118,55,M,2022-05-31,1318.3
U101119,43,O,2021-07-30,9579.03
U101120,18,F,2023-08-30,26113.59
U101121,22,M,2022-03-16,11950.84
U101122,31,M,2023-07-04,14173.97
U101123,30,F,2023-04-20,16124.21
U101124,61,F,2023-06-06,32745.13
U101125,61,F,2022-06-23,15071.0
U101126,62,F,2022-04-01,23751.56
U101127,51,F,2021-11-29,10214.56
U101128,46,F,2022-10-01,12924.81
U101129,51,M,2021-06-04,15100.42
U101130,39,M,2022-12-05,8806.94
U101131,52,O,2023-07-04,13370.26
U101132,59,F,2023-10-28,22104.41
U101133,57,M,2023-08-01,8597.08
U101134,49,F,2022-09-27,15000.71
U101135,21,M,2022-10-28,20669.87
U101136,55,F,2021-08-26,8404.27
U101137,37,M,2023-08-03,23763.31
U101138,56,F,2023-03-23,15583.07
U101139,46,F,2021-04-25,13679.02
U101140,63,M,2023-11-05,500.0
U101141,35,M,2022-10-17,12011.1
U101142,66,F,2023-05-24,17972.74
U101143,61,M,2022-07-03,28962.76
U101144,35,M,2021-05-02,19543.11
U101145,43,F,2023-04-26,24009.73
U101146,45,M,2022-12-08,5327.16
U101147,57,M,2022-09-23,13985.42
U101148,53,M,2021-10-19,24765.97
U101149,62,F,2021-04-21,7898.13
U101150,37,M,2023-08-31,22721.78
U101151,44,M,2022-08-15,20866.54
U101152,40,M,2021-12-02,17197.79
U101153,65,M,2023-11-24,12370.38
U101154,33,M,2021-10-12,7109.64
U101155,48,M,2023-04-11,29203.03
U101156,24,M,2022-07-18,20054.9
U101157,62,M,2021-04-27,17724.93
U101158,37,F,2022-03-26,11697.2
U101159,35,M,2021-04-17,15302.97
U101160,48,M,2022-04-26,16317.74
U101161,43,F,2023-05-12,18199.01
U101162,62,F,2022-01-30,20874.72
U101163,45,F,2022-04-15,8740.23
U101164,44,M,2023-02-04,3267.22
U101165,23,M,2023-09-19,15674.25
U101166,19,M,2022-03-14,1022.26
U101167,38,M,2022-05-21,12410.71
U101168,69,M,2021-11-12,10926.48
U101169,65,F,2023-08-02,18933.99
U101170,50,M,2022-06-28,30860.78
U101171,50,F,2021-09-29,500.0
U101172,38,M,2021-07-21,33193.48
U101173,27,M,2021-06-04,13135.4
U101174,18,F,2023-05-11,17782.47
U101175,35,F,2023-06-18,3681.34
U101176,34,M,2022-05-23,22974.97
U101177,27,F,2022-09-10,15331.78
U101178,31,M,2023-04-19,14508.26
U101179,19,M,2023-08-26,500.0
U101180,49,F,2023-07-16,15590.37
U101181,66,M,2023-01-08,21766.63
U101182,53,M,2021-12-15,13109.77
U101183,41,F,2023-09-30,24393.59
U101184,39,M,2023-08-22,24063.16
U101185,33,M,2023-03-21,9871.24
U101186,25,M,2021-08-07,27760.91
U101187,49,F,2021-04-16,15362.36
U101188,47,F,2022-10-02,15397.96
U101189,18,M,2023-10-20,15791.85
U101190,39,M,2023-11-21,15554.53
U101191,32,F,2021-08-21,500.0
U101192,26,M,2022-09-27,13515.95
U101193,54,F,2023-09-18,4088.43
U101194,45,F,2021-09-15,28010.69
U101195,50,M,2022-07-07,27688.66
U101196,55,M,2022-12-28,21815.51
U101197,69,M,2022-09-20,13092.26
U101198,59,M,2023-04-28,6935.88
U101199,50,M,2021-06-12,9739.35
U101200,63,F,2021-10-29,30541.14
U101201,42,M,2023-05-23,9462.42
U101202,69,F,2021-12-20,500.0
U101203,57,F,2023-06-11,23241.32
U101204,51,M,2022-09-19,27004.02
U101205,64,M,2021-12-06,28273.73
U101206,44,M,2023-10-28,23306.78
U101207,55,F,2021-12-29,24612.16
U101208,32,M,2023-04-27,15423.47
U101209,68,F,2022-01-23,500.0
U101210,50,F,2022-08-05,15223.05
U101211,58,F,2023-11-07,19972.58
U101212,41,O,2021-11-23,13917.84
U101213,63,F,2023-03-25,13553.31
U101214,21,F,2021-05-23,7287.06
U101215,23,F,2021-09-09,6986.09
U101216,44,F,2023-05-29,29705.19
U101217,56,F,2022-04-29,29994.77
U101218,60,F,2022-12-16,14978.82
U101219,40,M,2022-04-27,17252.19
U101220,51,F,2022-06-10,7153.14
U101221,46,F,2023-02-18,20140.6
U101222,67,F,2022-03-11,29077.19
U101223,52,M,2023-03-25,2766.15
U101224,39,F,2021-07-05,18711.07
U101225,68,F,2021-05-28,19312.18
U101226,23,O,2023-06-25,19220.85
U101227,69,M,2021-12-27,28142.54
U101228,26,F,2021-06-14,31288.15
U101229,32,F,2023-08-01,13132.13
U101230,60,F,2021-12-15,20385.39
U101231,56,F,2021-06-06,15673.87
U101232,68,F,2023-04-28,9943.08
U101233,56,F,2022-05-17,17166.51
U101234,51,M,2021-10-20,20372.0
U101235,36,O,2023-01-13,16735.43
U101236,18,M,2023-04-16,7950.55
U101237,24,F,2022-11-12,11291.51
U101238,33,F,2023-01-11,11352.74
U101239,20,M,2021-12-29,8260.45
U101240,44,M,2022-12-08,17508.32
U101241,58,M,2022-12-03,18344.9
U101242,68,F,2021-05-30,22836.14
U101243,43,F,2022-05-20,8139.02
U101244,63,M,2021-06-14,10380.17
U101245,69,F,2022-01-12,27436.56
U101246,62,M,2021-07-27,13684.03
U101247,42,F,2023-05-27,15241.05
U101248,34,M,2021-06-05,13599.17
U101249,68,M,2021-05-31,24064.25
U101250,30,M,2023-10-24,24374.47
U101251,39,F,2022-12-22,23905.66
U101252,21,M,2022-10-28,15212.54
U101253,59,F,2022-10-22,8020.51
U101254,51,M,2021-11-07,30401.7
U101255,22,M,2022-01-24,21850.47
U101256,29,M,2023-05-10,11346.73
U101257,46,M,2022-04-21,26390.55
U101258,46,F,2021-05-01,10715.13
U101259,59,M,2022-10-02,26285.63
U101260,31,O,2021-06-15,26826.28
U101261,66,M,2022-03-12,7628.14
U101262,41,M,2021-06-18,19654.07
U101263,60,M,2021-07-10,21257.53
U101264,30,M,2023-11-16,35919.27
U101265,19,F,2021-10-17,9061.59
U101266,20,F,2023-06-02,26460.35
U101267,37,M,2021-09-24,15138.77
U101268,67,F,2021-10-10,5069.09
U101269,20,F,2023-03-27,14040.1
U101270,37,F,2023-09-29,15019.72
U101271,23,O,2022-10-22,6528.88
U101272,66,F,2023-02-12,17497.39
U101273,53,F,2022-06-13,22662.47
U101274,57,F,2023-09-14,16905.61
U101275,55,F,2023-10-21,10665.25
U101276,52,F,2022-10-04,13812.22
U101277,58,M,2021-11-16,14963.65
U101278,18,F,2023-01-31,16738.57
U101279,63,O,2023-01-23,23878.65
U101280,56,M,2023-06-26,17175.52
U101281,56,F,2023-03-03,3778.43
U101282,38,F,2023-02-16,10501.43
U101283,59,M,2023-03-26,16328.17
U101284,37,F,2023-01-03,23993.0
U101285,20,F,2023-03-03,25382.77
U101286,65,O,2022-02-10,29197.48
U101287,30,M,2023-01-09,16044.92
U101288,23,M,2021-11-30,21106.47
U101289,50,F,2022-04-25,3364.31
U101290,30,M,2022-03-21,18439.05
U101291,62,M,2022-05-15,6397.89
U101292,41,M,2021-06-20,14499.69
U101293,18,M,2023-03-29,39238.71
U101294,67,F,2021-04-24,17428.43
U101295,44,F,2023-05-16,8089.49
U101296,31,F,2023-07-21,18262.31
U101297,53,F,2021-09-22,10863.4
U101298,45,M,2021-07-16,7314.05
U101299,19,M,2023-09-04,31825.12
U101300,57,M,2022-04-30,23534.5
U101301,38,M,2022-07-23,17764.29
U101302,54,M,2023-05-03,11865.41
U101303,64,M,2022-07-16,12513.68
U101304,49,M,2022-02-05,27339.85
U101305,52,M,2022-05-25,17452.62
U101306,31,F,2022-07-16,500.0
U101307,30,F,2021-07-26,34367.51
U101308,39,F,2023-04-28,16464.5
U101309,62,F,2022-04-06,17746.95
U101310,45,F,2023-01-29,23693.56
U101311,36,M,2021-05-02,18723.22
U101312,58,F,2023-04-02,20975.27
U101313,62,M,2021-08-09,11610.21
U101314,64,M,2022-03-29,5161.64
U101315,33,M,2023-05-08,17241.86
U101316,54,M,2021-11-27,26452.92
U101317,48,M,2023-04-13,9817.58
U101318,41,F,2023-03-23,9175.81
U101319,38,F,2023-01-02,24768.15
U101320,23,F,2022-02-09,11342.04
U101321,32,F,2022-11-18,11715.52
U101322,46,F,2022-05-29,12014.85
U101323,64,M,2022-06-14,14480.15
U101324,63,F,2023-05-26,2410.9
U101325,27,F,2023-04-21,10685.28
U101326,53,M,2023-02-08,16842.94
U101327,22,M,2023-05-01,16785.9
U101328,53,F,2021-06-24,24263.94
U101329,35,F,2022-11-28,29715.14
U101330,41,M,2022-11-05,27099.87
U101331,55,F,2022-02-19,22317.22
U101332,40,M,2021-10-29,13810.12
U101333,59,M,2022-02-03,10015.45
U101334,45,M,2022-06-16,15143.03
U101335,69,M,2021-04-30,19684.63
U101336,51,F,2021-07-13,21575.5
U101337,33,M,2023-05-20,19984.69
U101338,58,F,2023-06-30,14030.6
U101339,39,M,2022-11-16,21294.9
U101340,45,F,2021-09-13,25086.98
U101341,25,F,2021-05-11,22041.28
U101342,24,F,2022-01-20,14743.9
U101343,47,F,2022-02-01,8329.21
U101344,27,F,2023-04-20,8139.46
U101345,69,F,2022-05-07,9550.26
U101346,62,F,2023-06-07,17056.6
U101347,54,F,2022-06-27,19158.43
U101348,56,M,2023-05-29,3683.74
U101349,48,M,2023-09-20,10968.04
U101350,21,M,2021-05-08,16946.28
U101351,38,M,2021-07-19,7802.56
U101352,43,M,2022-02-06,18471.23
U101353,65,M,2022-04-05,12540.57
U101354,29,F,2023-04-14,9212.64
U101355,43,M,2022-05-27,15425.64
U101356,35,F,2021-12-07,18138.24
U101357,24,M,2022-06-27,8211.77
U101358,23,F,2023-03-04,13059.1
U101359,36,M,2022-11-17,18741.43
U101360,22,M,2021-09-08,8903.28
U101361,21,M,2023-03-30,1737.95
U101362,36,F,2021-05-14,2707.41
U101363,28,M,2021-11-30,11655.59
U101364,46,F,2021-07-22,4452.65
U101365,18,M,2022-07-26,12218.22
U101366,33,F,2023-04-29,28319.54
U101367,41,M,2023-10-31,3971.21
U101368,68,F,2022-07-02,12739.16
U101369,50,M,2022-11-10,32058.44
U101370,63,M,2023-08-14,18265.04
U101371,35,M,2021-06-15,12058.21
U101372,41,M,2021-05-05,13744.94
U101373,39,M,2022-12-05,18434.9
U101374,64,O,2022-02-22,28566.18
U101375,67,M,2022-10-28,10753.17
U101376,68,M,2022-08-08,8939.12
U101377,57,F,2022-04-06,3969.53
U101378,44,M,2022-10-25,15824.77
U101379,46,M,2021-10-16,3754.5
U101380,68,F,2023-06-02,11289.74
U101381,32,F,2022-02-22,7730.53
U101382,36,F,2021-04-23,23592.99
U101383,64,M,2021-08-30,10932.83
U101384,38,O,2023-10-19,18175.44
U101385,30,M,2023-08-14,2167.26
U101386,47,O,2022-04-02,16052.06
U101387,34,F,2021-06-19,5374.72
U101388,64,F,2021-09-05,11594.81
U101389,65,M,2021-07-09,32689.62
U101390,33,M,2023-07-10,22457.4
U101391,45,F,2022-07-17,13972.7
U101392,69,F,2021-12-28,40591.54
U101393,56,F,2022-04-06,7678.6
U101394,29,F,2021-11-09,24321.73
U101395,48,F,2023-05-10,2738.6
U101396,50,M,2022-09-15,13048.62
U101397,51,M,2022-09-24,4217.68
U101398,19,M,2021-06-04,17058.21
